Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint,Problem
2191,"[31, 29, 28, 20, 27]","[9, 11, 19, 15, 5]",92,"[0, 1, 1, 1, 0]",49.354838709561385,27.0,11.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [31, 29, 28, 20, 27], 'prices': [9, 11, 19, 15, 5], 'capacity': 92}"
2192,"[8, 41, 6, 39, 38]","[5, 16, 5, 12, 3]",63,"[1, 1, 1, 0, 0]",28.461538461548333,26.4,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [8, 41, 6, 39, 38], 'prices': [5, 16, 5, 12, 3], 'capacity': 63}"
2193,"[37, 49, 9, 29, 16]","[6, 17, 10, 13, 12]",91,"[0, 1, 1, 1, 1]",47.83673469396128,28.0,11.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 49, 9, 29, 16], 'prices': [6, 17, 10, 13, 12], 'capacity': 91}"
2194,"[16, 28, 20, 18, 43]","[11, 5, 6, 2, 13]",46,"[1, 0, 0, 0, 1]",20.06976744182062,25.0,7.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 28, 20, 18, 43], 'prices': [11, 5, 6, 2, 13], 'capacity': 46}"
2195,"[3, 6, 47, 6, 36]","[19, 18, 11, 7, 15]",51,"[1, 1, 0, 1, 1]",58.999999999946276,19.6,14.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 6, 47, 6, 36], 'prices': [19, 18, 11, 7, 15], 'capacity': 51}"
2196,"[38, 33, 34, 25, 31]","[10, 15, 19, 18, 6]",36,"[0, 0, 0, 1, 0]",24.147058823905375,32.2,13.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [38, 33, 34, 25, 31], 'prices': [10, 15, 19, 18, 6], 'capacity': 36}"
2197,"[33, 6, 4, 37, 29]","[3, 2, 11, 11, 14]",44,"[0, 1, 1, 0, 1]",28.48648648646602,21.8,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [33, 6, 4, 37, 29], 'prices': [3, 2, 11, 11, 14], 'capacity': 44}"
2198,"[17, 45, 26, 31, 36]","[18, 3, 18, 8, 8]",83,"[1, 0, 1, 1, 0]",45.999999999817874,31.0,11.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [17, 45, 26, 31, 36], 'prices': [18, 3, 18, 8, 8], 'capacity': 83}"
2199,"[14, 19, 9, 16, 49]","[4, 11, 7, 12, 19]",99,"[0, 1, 1, 1, 1]",50.71428571423114,21.4,10.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [14, 19, 9, 16, 49], 'prices': [4, 11, 7, 12, 19], 'capacity': 99}"
2200,"[30, 15, 8, 26, 32]","[9, 7, 1, 4, 14]",42,"[0, 1, 0, 0, 1]",18.812499999984954,22.2,7.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 15, 8, 26, 32], 'prices': [9, 7, 1, 4, 14], 'capacity': 42}"
2201,"[16, 10, 5, 12, 5]","[14, 9, 2, 15, 10]",41,"[1, 1, 0, 1, 1]",46.24999999994273,9.6,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 10, 5, 12, 5], 'prices': [14, 9, 2, 15, 10], 'capacity': 41}"
2202,"[29, 36, 11, 43, 32]","[5, 11, 18, 17, 2]",63,"[0, 0, 1, 1, 0]",37.75000000005276,30.2,10.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 36, 11, 43, 32], 'prices': [5, 11, 18, 17, 2], 'capacity': 63}"
2203,"[35, 6, 25, 46, 34]","[11, 3, 2, 14, 2]",59,"[1, 1, 0, 0, 0]",19.478260869474706,29.2,6.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [35, 6, 25, 46, 34], 'prices': [11, 3, 2, 14, 2], 'capacity': 59}"
2204,"[18, 10, 35, 48, 4]","[19, 13, 12, 18, 16]",53,"[1, 1, 0, 0, 1]",55.87499999997479,23.0,15.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [18, 10, 35, 48, 4], 'prices': [19, 13, 12, 18, 16], 'capacity': 53}"
2205,"[10, 44, 28, 18, 27]","[16, 16, 19, 10, 2]",73,"[1, 0, 1, 1, 0]",51.1818181818578,25.4,12.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [10, 44, 28, 18, 27], 'prices': [16, 16, 19, 10, 2], 'capacity': 73}"
2206,"[3, 27, 36, 5, 27]","[8, 8, 19, 6, 6]",87,"[1, 1, 1, 1, 1]",44.55555555555654,19.6,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 27, 36, 5, 27], 'prices': [8, 8, 19, 6, 6], 'capacity': 87}"
2207,"[36, 18, 41, 15, 48]","[6, 5, 11, 7, 8]",90,"[0, 1, 1, 1, 0]",25.666666666652382,31.6,7.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [36, 18, 41, 15, 48], 'prices': [6, 5, 11, 7, 8], 'capacity': 90}"
2208,"[20, 41, 46, 24, 32]","[14, 1, 8, 14, 16]",27,"[1, 0, 0, 0, 0]",18.08333333298205,32.6,10.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 41, 46, 24, 32], 'prices': [14, 1, 8, 14, 16], 'capacity': 27}"
2209,"[20, 24, 22, 45, 23]","[4, 4, 8, 3, 15]",95,"[1, 1, 1, 0, 1]",31.400000000000606,26.8,6.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 24, 22, 45, 23], 'prices': [4, 4, 8, 3, 15], 'capacity': 95}"
2210,"[38, 26, 18, 10, 42]","[10, 9, 11, 16, 10]",35,"[0, 0, 1, 1, 0]",29.423076923173205,26.8,11.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [38, 26, 18, 10, 42], 'prices': [10, 9, 11, 16, 10], 'capacity': 35}"
2211,"[37, 16, 13, 41, 23]","[8, 11, 13, 16, 1]",70,"[0, 1, 1, 1, 0]",39.99999999992714,26.0,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 16, 13, 41, 23], 'prices': [8, 11, 13, 16, 1], 'capacity': 70}"
2212,"[47, 16, 13, 6, 36]","[8, 4, 12, 14, 4]",42,"[0, 1, 1, 1, 0]",31.191489361713423,23.6,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [47, 16, 13, 6, 36], 'prices': [8, 4, 12, 14, 4], 'capacity': 42}"
2213,"[15, 11, 26, 48, 21]","[3, 15, 6, 10, 1]",96,"[1, 1, 1, 1, 0]",33.19999999999846,24.2,7.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [15, 11, 26, 48, 21], 'prices': [3, 15, 6, 10, 1], 'capacity': 96}"
2214,"[23, 7, 16, 20, 3]","[12, 19, 17, 12, 8]",17,"[0, 1, 0, 0, 1]",34.437499999728054,13.8,13.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [23, 7, 16, 20, 3], 'prices': [12, 19, 17, 12, 8], 'capacity': 17}"
2215,"[6, 14, 23, 26, 22]","[2, 5, 17, 6, 9]",17,"[0, 0, 1, 0, 0]",12.565217391292581,18.2,7.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [6, 14, 23, 26, 22], 'prices': [2, 5, 17, 6, 9], 'capacity': 17}"
2216,"[26, 48, 20, 18, 2]","[6, 14, 6, 12, 9]",34,"[0, 0, 1, 1, 1]",25.199999999995846,22.8,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 48, 20, 18, 2], 'prices': [6, 14, 6, 12, 9], 'capacity': 34}"
2217,"[3, 14, 15, 36, 37]","[1, 19, 4, 14, 8]",19,"[0, 1, 0, 0, 0]",20.944444444509198,21.0,9.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 14, 15, 36, 37], 'prices': [1, 19, 4, 14, 8], 'capacity': 19}"
2218,"[26, 40, 35, 11, 30]","[3, 9, 1, 9, 5]",22,"[0, 0, 0, 1, 0]",11.474999999986702,28.4,5.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 40, 35, 11, 30], 'prices': [3, 9, 1, 9, 5], 'capacity': 22}"
2219,"[24, 49, 47, 22, 40]","[6, 16, 7, 12, 14]",73,"[0, 0, 0, 1, 1]",29.59183673471239,36.4,11.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [24, 49, 47, 22, 40], 'prices': [6, 16, 7, 12, 14], 'capacity': 73}"
2220,"[23, 16, 28, 29, 22]","[19, 15, 10, 19, 3]",39,"[1, 1, 0, 0, 0]",33.99999999994456,23.6,13.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [23, 16, 28, 29, 22], 'prices': [19, 15, 10, 19, 3], 'capacity': 39}"
2221,"[8, 2, 28, 17, 12]","[4, 15, 9, 3, 9]",52,"[1, 1, 1, 0, 1]",37.35294117647062,13.4,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [8, 2, 28, 17, 12], 'prices': [4, 15, 9, 3, 9], 'capacity': 52}"
2222,"[40, 21, 27, 46, 48]","[14, 1, 18, 9, 3]",42,"[0, 0, 1, 0, 0]",23.24999999985081,36.4,9.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [40, 21, 27, 46, 48], 'prices': [14, 1, 18, 9, 3], 'capacity': 42}"
2223,"[29, 28, 6, 8, 11]","[5, 17, 14, 15, 16]",93,"[1, 1, 1, 1, 1]",67.0,16.4,13.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 28, 6, 8, 11], 'prices': [5, 17, 14, 15, 16], 'capacity': 93}"
2224,"[20, 45, 43, 4, 9]","[11, 11, 14, 12, 15]",55,"[1, 0, 1, 1, 1]",45.16279069772398,24.2,12.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 45, 43, 4, 9], 'prices': [11, 11, 14, 12, 15], 'capacity': 55}"
2225,"[23, 2, 5, 15, 32]","[6, 8, 10, 15, 17]",41,"[0, 1, 1, 1, 1]",43.09375000008771,15.4,11.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [23, 2, 5, 15, 32], 'prices': [6, 8, 10, 15, 17], 'capacity': 41}"
2226,"[38, 36, 35, 15, 14]","[4, 16, 8, 5, 11]",43,"[0, 1, 0, 0, 1]",23.8888888888262,27.6,8.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [38, 36, 35, 15, 14], 'prices': [4, 16, 8, 5, 11], 'capacity': 43}"
2227,"[12, 5, 34, 19, 32]","[16, 5, 11, 17, 4]",60,"[1, 1, 1, 1, 0]",45.764705882153294,20.4,10.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 5, 34, 19, 32], 'prices': [16, 5, 11, 17, 4], 'capacity': 60}"
2228,"[25, 7, 3, 5, 37]","[4, 13, 7, 19, 8]",83,"[1, 1, 1, 1, 1]",51.0,15.4,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [25, 7, 3, 5, 37], 'prices': [4, 13, 7, 19, 8], 'capacity': 83}"
2229,"[35, 25, 24, 26, 27]","[3, 7, 3, 1, 8]",82,"[0, 1, 1, 0, 1]",18.514285714285904,27.4,4.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [35, 25, 24, 26, 27], 'prices': [3, 7, 3, 1, 8], 'capacity': 82}"
2230,"[39, 2, 8, 33, 1]","[7, 14, 5, 19, 9]",85,"[1, 1, 1, 1, 1]",54.0,16.6,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [39, 2, 8, 33, 1], 'prices': [7, 14, 5, 19, 9], 'capacity': 85}"
2231,"[16, 29, 45, 41, 25]","[11, 18, 11, 5, 14]",53,"[1, 1, 0, 0, 0]",33.48000000010944,31.2,11.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 29, 45, 41, 25], 'prices': [11, 18, 11, 5, 14], 'capacity': 53}"
2232,"[36, 39, 33, 48, 15]","[7, 9, 11, 14, 18]",46,"[0, 0, 1, 0, 1]",28.33333333331884,34.2,11.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [36, 39, 33, 48, 15], 'prices': [7, 9, 11, 14, 18], 'capacity': 46}"
2233,"[16, 4, 48, 46, 48]","[1, 14, 8, 3, 17]",52,"[0, 1, 0, 0, 1]",31.0000000000059,32.4,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 4, 48, 46, 48], 'prices': [1, 14, 8, 3, 17], 'capacity': 52}"
2234,"[7, 16, 20, 35, 33]","[1, 10, 15, 2, 19]",45,"[0, 1, 1, 0, 0]",30.18181818199716,22.2,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [7, 16, 20, 35, 33], 'prices': [1, 10, 15, 2, 19], 'capacity': 45}"
2235,"[11, 28, 22, 13, 12]","[17, 16, 5, 2, 6]",47,"[1, 1, 0, 0, 1]",36.99999999992748,17.2,9.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 28, 22, 13, 12], 'prices': [17, 16, 5, 2, 6], 'capacity': 47}"
2236,"[39, 49, 6, 29, 45]","[1, 5, 14, 9, 15]",71,"[0, 0, 1, 1, 1]",35.20689655173899,33.6,8.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [39, 49, 6, 29, 45], 'prices': [1, 5, 14, 9, 15], 'capacity': 71}"
2237,"[2, 8, 44, 47, 3]","[15, 7, 15, 15, 6]",81,"[1, 1, 1, 1, 1]",50.6595744680365,20.8,11.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 8, 44, 47, 3], 'prices': [15, 7, 15, 15, 6], 'capacity': 81}"
2238,"[7, 43, 30, 22, 42]","[18, 5, 17, 1, 2]",64,"[1, 1, 1, 0, 0]",38.13953488362166,28.8,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [7, 43, 30, 22, 42], 'prices': [18, 5, 17, 1, 2], 'capacity': 64}"
2239,"[39, 47, 39, 13, 30]","[10, 12, 16, 14, 15]",35,"[0, 0, 0, 1, 1]",25.00000000010202,33.6,13.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [39, 47, 39, 13, 30], 'prices': [10, 12, 16, 14, 15], 'capacity': 35}"
2240,"[44, 49, 27, 45, 41]","[7, 6, 11, 11, 12]",49,"[0, 0, 1, 0, 1]",17.43902439030058,41.2,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [44, 49, 27, 45, 41], 'prices': [7, 6, 11, 11, 12], 'capacity': 49}"
2241,"[13, 39, 26, 35, 22]","[7, 13, 14, 4, 3]",77,"[1, 1, 1, 0, 0]",33.66666666667362,27.0,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [13, 39, 26, 35, 22], 'prices': [7, 13, 14, 4, 3], 'capacity': 77}"
2242,"[42, 39, 32, 45, 39]","[4, 4, 12, 1, 1]",32,"[0, 0, 1, 0, 0]",11.99999999999979,39.4,4.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [42, 39, 32, 45, 39], 'prices': [4, 4, 12, 1, 1], 'capacity': 32}"
2243,"[42, 29, 18, 42, 10]","[7, 4, 15, 13, 16]",65,"[0, 0, 1, 1, 1]",42.45238095238288,28.2,11.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [42, 29, 18, 42, 10], 'prices': [7, 4, 15, 13, 16], 'capacity': 65}"
2244,"[48, 24, 49, 45, 35]","[18, 18, 12, 17, 11]",35,"[0, 1, 0, 0, 0]",22.15555555534181,40.2,15.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [48, 24, 49, 45, 35], 'prices': [18, 18, 12, 17, 11], 'capacity': 35}"
2245,"[12, 34, 6, 47, 42]","[7, 2, 2, 6, 7]",96,"[1, 0, 1, 1, 1]",20.59574468085141,28.2,4.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 34, 6, 47, 42], 'prices': [7, 2, 2, 6, 7], 'capacity': 96}"
2246,"[46, 38, 3, 39, 33]","[18, 11, 13, 18, 15]",23,"[0, 0, 1, 1, 0]",22.230769246151784,31.8,15.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [46, 38, 3, 39, 33], 'prices': [18, 11, 13, 18, 15], 'capacity': 23}"
2247,"[34, 32, 13, 10, 23]","[5, 7, 13, 9, 5]",17,"[0, 0, 1, 0, 0]",16.60000000000598,22.4,7.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [34, 32, 13, 10, 23], 'prices': [5, 7, 13, 9, 5], 'capacity': 17}"
2248,"[35, 27, 11, 35, 45]","[4, 11, 6, 16, 4]",61,"[0, 1, 1, 1, 0]",28.111111111093123,30.6,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [35, 27, 11, 35, 45], 'prices': [4, 11, 6, 16, 4], 'capacity': 61}"
2249,"[46, 14, 25, 16, 4]","[18, 16, 7, 2, 8]",61,"[1, 1, 0, 0, 1]",40.82608695653091,21.0,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [46, 14, 25, 16, 4], 'prices': [18, 16, 7, 2, 8], 'capacity': 61}"
2250,"[40, 14, 22, 25, 32]","[14, 14, 11, 13, 11]",15,"[0, 1, 0, 0, 0]",14.52000000046177,26.6,12.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [40, 14, 22, 25, 32], 'prices': [14, 14, 11, 13, 11], 'capacity': 15}"
2251,"[14, 45, 25, 13, 29]","[9, 10, 17, 5, 3]",67,"[1, 0, 1, 1, 0]",34.33333333330443,25.2,8.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [14, 45, 25, 13, 29], 'prices': [9, 10, 17, 5, 3], 'capacity': 67}"
2252,"[8, 32, 41, 39, 20]","[19, 10, 4, 9, 1]",75,"[1, 1, 0, 1, 0]",37.07692307692402,28.0,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [8, 32, 41, 39, 20], 'prices': [19, 10, 4, 9, 1], 'capacity': 75}"
2253,"[20, 30, 21, 15, 11]","[8, 4, 7, 18, 5]",34,"[0, 0, 0, 1, 1]",26.199999999983564,19.4,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 30, 21, 15, 11], 'prices': [8, 4, 7, 18, 5], 'capacity': 34}"
2254,"[21, 34, 6, 46, 45]","[15, 5, 2, 18, 10]",46,"[1, 0, 0, 1, 0]",24.782608694506045,30.4,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [21, 34, 6, 46, 45], 'prices': [15, 5, 2, 18, 10], 'capacity': 46}"
2255,"[40, 11, 30, 44, 41]","[4, 14, 12, 14, 4]",63,"[0, 1, 1, 1, 0]",33.000000000016726,33.2,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [40, 11, 30, 44, 41], 'prices': [4, 14, 12, 14, 4], 'capacity': 63}"
2256,"[22, 38, 12, 47, 42]","[17, 18, 8, 7, 9]",18,"[1, 0, 0, 0, 0]",13.909090908937898,32.2,11.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [22, 38, 12, 47, 42], 'prices': [17, 18, 8, 7, 9], 'capacity': 18}"
2257,"[33, 27, 47, 4, 32]","[5, 7, 16, 16, 1]",98,"[1, 1, 1, 1, 0]",42.03030303026941,28.6,9.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [33, 27, 47, 4, 32], 'prices': [5, 7, 16, 16, 1], 'capacity': 98}"
2258,"[23, 46, 11, 37, 20]","[12, 1, 17, 17, 12]",92,"[1, 0, 1, 1, 1]",58.021739130435094,27.4,11.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [23, 46, 11, 37, 20], 'prices': [12, 1, 17, 17, 12], 'capacity': 92}"
2259,"[5, 48, 44, 36, 37]","[2, 15, 5, 19, 2]",37,"[0, 0, 0, 1, 0]",19.40000000047987,34.0,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [5, 48, 44, 36, 37], 'prices': [2, 15, 5, 19, 2], 'capacity': 37}"
2260,"[49, 39, 13, 10, 36]","[18, 5, 8, 9, 3]",70,"[1, 0, 1, 1, 0]",34.265306122528756,29.4,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [49, 39, 13, 10, 36], 'prices': [18, 5, 8, 9, 3], 'capacity': 70}"
2261,"[36, 30, 43, 36, 40]","[2, 4, 10, 3, 2]",23,"[0, 0, 1, 0, 0]",5.348837209300381,37.0,4.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [36, 30, 43, 36, 40], 'prices': [2, 4, 10, 3, 2], 'capacity': 23}"
2262,"[38, 3, 7, 3, 8]","[1, 10, 3, 16, 15]",74,"[1, 1, 1, 1, 1]",45.0,11.8,9.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [38, 3, 7, 3, 8], 'prices': [1, 10, 3, 16, 15], 'capacity': 74}"
2263,"[37, 43, 7, 37, 13]","[8, 10, 6, 1, 19]",38,"[0, 0, 1, 0, 1]",29.186046511564072,27.4,8.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 43, 7, 37, 13], 'prices': [8, 10, 6, 1, 19], 'capacity': 38}"
2264,"[39, 26, 15, 39, 20]","[9, 16, 7, 10, 9]",46,"[0, 1, 1, 0, 0]",25.250000000590628,27.8,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [39, 26, 15, 39, 20], 'prices': [9, 16, 7, 10, 9], 'capacity': 46}"
2265,"[45, 45, 24, 45, 25]","[2, 11, 4, 2, 4]",90,"[0, 1, 1, 0, 1]",18.36000000000328,36.8,4.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [45, 45, 24, 45, 25], 'prices': [2, 11, 4, 2, 4], 'capacity': 90}"
2266,"[15, 43, 40, 35, 12]","[15, 5, 18, 15, 3]",68,"[1, 0, 1, 0, 0]",38.57142857146373,29.0,11.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [15, 43, 40, 35, 12], 'prices': [15, 5, 18, 15, 3], 'capacity': 68}"
